team1,team2,home_team,team1_score,year,week,postseason,Att_x,Cmp,Cmp %,Yds/Att,Pass Yds,TD_x,INT,Rate,1st,1st%,20+_x,40+_x,Sck,SckY,Att_y,Rush Yds,YPC,TD_y,20+_y,40+_y,Rush 1st,Rush 1st%,Rush FUM,FGM,FG %,XPM,XP Pct,KRet TD,PRet T,allowed_Att_x,allowed_Cmp,allowed_Cmp %,allowed_Yds/Att,allowed_Yds,allowed_TD_x,allowed_INT_x,allowed_1st,allowed_1st%,allowed_Sck,allowed_Att_y,allowed_Rush Yds,allowed_YPC,allowed_TD_y,allowed_Rush 1st,allowed_Rush 1st%,allowed_FF,allowed_FR,allowed_FR TD,allowed_INT_y,allowed_INT TD,allowed_INT Yds
Browns,Buccaneers,0,23,2018,7,0,574.0,353.0,61.5,7.4,4261.0,29.0,17.0,88.8,189.0,32.9,60.0,11.0,38.0,254.0,411.0,1893.0,4.6,15.0,18.0,5.0,93.0,22.6,6.0,19.0,76.0,28.0,82.4,0.0,0.0,534.0,387.0,72.5,7.8,4151.0,34.0,9.0,209.0,39.1,38.0,426.0,1983.0,4.6,19.0,122.0,28.6,12.0,8.0,1.0,9.0,0.0,97.0
Ravens,Saints,1,23,2018,7,0,556.0,334.0,60.1,6.7,3708.0,18.0,9.0,84.0,184.0,33.1,43.0,6.0,32.0,150.0,547.0,2441.0,4.5,19.0,14.0,1.0,153.0,28.0,16.0,35.0,89.7,36.0,97.3,0.0,1.0,573.0,384.0,67.0,7.5,4302.0,30.0,12.0,224.0,39.1,49.0,356.0,1283.0,3.6,12.0,72.0,20.2,19.0,12.0,0.0,12.0,1.0,259.0
Saints,Ravens,0,24,2018,7,0,519.0,381.0,73.4,8.0,4174.0,33.0,7.0,112.3,210.0,40.5,59.0,7.0,20.0,132.0,471.0,2025.0,4.3,26.0,9.0,1.0,134.0,28.4,7.0,28.0,93.3,52.0,98.1,0.0,0.0,577.0,337.0,58.4,5.8,3360.0,21.0,12.0,174.0,30.2,43.0,354.0,1327.0,3.8,11.0,82.0,23.2,9.0,5.0,3.0,12.0,0.0,99.0
Redskins,Cowboys,1,20,2018,7,0,509.0,311.0,61.1,6.5,3287.0,16.0,15.0,78.1,156.0,30.6,40.0,6.0,44.0,266.0,414.0,1774.0,4.3,12.0,7.0,3.0,96.0,23.2,6.0,26.0,89.7,25.0,96.2,0.0,0.0,542.0,367.0,67.7,6.9,3755.0,22.0,9.0,193.0,35.6,39.0,400.0,1513.0,3.8,12.0,89.0,22.2,14.0,11.0,1.0,9.0,0.0,141.0
Cowboys,Redskins,0,17,2018,7,0,527.0,356.0,67.6,7.4,3885.0,22.0,8.0,96.7,184.0,34.9,39.0,9.0,56.0,347.0,439.0,1963.0,4.5,13.0,12.0,1.0,113.0,25.7,10.0,29.0,80.6,32.0,97.0,0.0,0.0,537.0,362.0,67.4,7.1,3794.0,27.0,15.0,197.0,36.7,46.0,413.0,1860.0,4.5,12.0,109.0,26.4,19.0,11.0,1.0,15.0,0.0,203.0
49ers,Rams,1,10,2018,7,0,532.0,331.0,62.2,8.0,4247.0,26.0,20.0,87.8,201.0,37.8,61.0,12.0,48.0,380.0,423.0,1902.0,4.5,7.0,15.0,3.0,98.0,23.2,13.0,33.0,97.1,27.0,93.1,1.0,0.0,533.0,347.0,65.1,7.1,3780.0,31.0,18.0,185.0,34.7,41.0,386.0,1957.0,5.1,12.0,101.0,26.2,13.0,12.0,1.0,18.0,3.0,290.0
Rams,49ers,0,39,2018,7,0,568.0,368.0,64.8,8.3,4730.0,32.0,12.0,100.8,236.0,41.6,69.0,9.0,33.0,223.0,459.0,2231.0,4.9,23.0,14.0,2.0,134.0,29.2,2.0,34.0,82.9,51.0,96.2,0.0,0.0,542.0,344.0,63.5,6.9,3732.0,35.0,2.0,195.0,36.0,37.0,444.0,1814.0,4.1,13.0,104.0,23.4,11.0,5.0,0.0,2.0,1.0,55.0
Chiefs,Bengals,1,45,2018,7,0,583.0,385.0,66.0,8.8,5126.0,50.0,12.0,113.8,239.0,41.0,76.0,15.0,26.0,171.0,387.0,1855.0,4.8,16.0,19.0,1.0,108.0,27.9,4.0,24.0,88.9,65.0,94.2,0.0,1.0,584.0,389.0,66.6,7.6,4414.0,32.0,12.0,221.0,37.8,34.0,466.0,2204.0,4.7,17.0,125.0,26.8,10.0,6.0,2.0,12.0,3.0,222.0
Bengals,Chiefs,0,10,2018,7,0,542.0,331.0,61.1,6.6,3569.0,27.0,13.0,87.0,182.0,33.6,53.0,1.0,37.0,279.0,359.0,1682.0,4.7,13.0,16.0,3.0,92.0,25.6,2.0,19.0,82.6,39.0,95.1,0.0,0.0,632.0,406.0,64.2,6.9,4374.0,30.0,15.0,247.0,39.1,52.0,425.0,2114.0,5.0,19.0,129.0,30.4,23.0,12.0,1.0,15.0,3.0,280.0
Falcons,Giants,1,23,2018,7,0,617.0,428.0,69.4,8.0,4949.0,36.0,7.0,108.0,238.0,38.6,56.0,9.0,42.0,296.0,351.0,1573.0,4.5,11.0,14.0,3.0,84.0,23.9,4.0,25.0,96.2,41.0,95.4,0.0,0.0,560.0,362.0,64.6,7.2,4044.0,24.0,16.0,205.0,36.6,30.0,444.0,1898.0,4.3,18.0,103.0,23.2,11.0,5.0,0.0,16.0,3.0,191.0
Giants,Falcons,0,20,2018,7,0,583.0,382.0,65.5,7.6,4405.0,23.0,12.0,92.7,208.0,35.7,59.0,12.0,47.0,358.0,354.0,1650.0,4.7,13.0,17.0,7.0,71.0,20.1,0.0,32.0,97.0,31.0,96.9,0.0,0.0,585.0,398.0,68.0,7.1,4153.0,33.0,15.0,226.0,38.6,37.0,409.0,1999.0,4.9,16.0,115.0,28.1,8.0,4.0,1.0,15.0,1.0,151.0
Texans,Dolphins,1,42,2018,8,0,506.0,345.0,68.2,8.2,4165.0,26.0,9.0,102.9,202.0,39.9,51.0,8.0,62.0,384.0,472.0,2021.0,4.3,12.0,8.0,2.0,94.0,19.9,4.0,37.0,88.1,39.0,95.1,0.0,0.0,508.0,335.0,65.9,7.7,3932.0,31.0,21.0,195.0,38.4,31.0,485.0,2325.0,4.8,17.0,116.0,23.9,11.0,7.0,0.0,21.0,3.0,321.0
Dolphins,Texans,0,23,2018,8,0,455.0,292.0,64.2,7.3,3309.0,26.0,13.0,93.0,153.0,33.6,34.0,9.0,52.0,409.0,371.0,1738.0,4.7,7.0,12.0,3.0,75.0,20.2,7.0,18.0,90.0,35.0,97.2,1.0,1.0,594.0,385.0,64.8,7.0,4167.0,28.0,15.0,200.0,33.7,43.0,385.0,1323.0,3.4,8.0,76.0,19.7,20.0,14.0,1.0,15.0,3.0,252.0
Jaguars,Eagles,1,18,2018,8,0,536.0,329.0,61.4,6.4,3431.0,15.0,13.0,79.1,164.0,30.6,41.0,3.0,53.0,322.0,416.0,1723.0,4.1,7.0,9.0,2.0,92.0,22.1,5.0,23.0,88.5,22.0,95.6,0.0,1.0,626.0,417.0,66.6,6.9,4308.0,22.0,10.0,215.0,34.4,44.0,332.0,1551.0,4.7,14.0,71.0,21.4,12.0,7.0,0.0,10.0,0.0,139.0
Eagles,Jaguars,0,24,2018,8,0,599.0,422.0,70.4,7.6,4524.0,29.0,11.0,100.8,221.0,36.9,52.0,9.0,40.0,249.0,398.0,1570.0,3.9,12.0,7.0,0.0,94.0,23.6,5.0,26.0,83.9,33.0,94.3,0.0,0.0,499.0,312.0,62.5,6.2,3113.0,17.0,11.0,162.0,32.5,37.0,434.0,1870.0,4.3,16.0,89.0,20.5,7.0,6.0,0.0,11.0,2.0,117.0
Panthers,Ravens,1,36,2018,8,0,563.0,378.0,67.1,7.2,4071.0,28.0,16.0,92.9,212.0,37.7,52.0,5.0,32.0,235.0,416.0,2136.0,5.1,17.0,15.0,3.0,117.0,28.1,7.0,19.0,90.5,37.0,90.2,0.0,0.0,577.0,337.0,58.4,5.8,3360.0,21.0,12.0,174.0,30.2,43.0,354.0,1327.0,3.8,11.0,82.0,23.2,9.0,5.0,3.0,12.0,0.0,99.0
Ravens,Panthers,0,21,2018,8,0,556.0,334.0,60.1,6.7,3708.0,18.0,9.0,84.0,184.0,33.1,43.0,6.0,32.0,150.0,547.0,2441.0,4.5,19.0,14.0,1.0,153.0,28.0,16.0,35.0,89.7,36.0,97.3,0.0,1.0,529.0,353.0,66.7,7.3,3847.0,32.0,13.0,185.0,35.0,35.0,384.0,1804.0,4.7,13.0,110.0,28.6,13.0,9.0,1.0,13.0,0.0,86.0
Bears,Jets,1,24,2018,8,0,512.0,344.0,67.2,7.3,3747.0,28.0,14.0,95.4,177.0,34.6,46.0,11.0,33.0,183.0,468.0,1938.0,4.1,16.0,17.0,1.0,108.0,23.1,9.0,23.0,76.7,42.0,93.3,0.0,0.0,582.0,367.0,63.1,7.0,4065.0,29.0,13.0,201.0,34.5,39.0,440.0,2021.0,4.6,16.0,104.0,23.6,13.0,7.0,0.0,13.0,3.0,318.0
Jets,Bears,0,10,2018,8,0,524.0,299.0,57.1,6.5,3404.0,18.0,19.0,73.0,157.0,30.0,44.0,5.0,37.0,239.0,410.0,1622.0,4.0,11.0,11.0,3.0,84.0,20.5,9.0,33.0,91.7,30.0,90.9,1.0,1.0,615.0,377.0,61.3,5.7,3515.0,22.0,27.0,186.0,30.2,50.0,339.0,1280.0,3.8,5.0,67.0,19.8,18.0,9.0,1.0,27.0,5.0,330.0
Bengals,Buccaneers,1,37,2018,8,0,542.0,331.0,61.1,6.6,3569.0,27.0,13.0,87.0,182.0,33.6,53.0,1.0,37.0,279.0,359.0,1682.0,4.7,13.0,16.0,3.0,92.0,25.6,2.0,19.0,82.6,39.0,95.1,0.0,0.0,534.0,387.0,72.5,7.8,4151.0,34.0,9.0,209.0,39.1,38.0,426.0,1983.0,4.6,19.0,122.0,28.6,12.0,8.0,1.0,9.0,0.0,97.0
Buccaneers,Bengals,0,34,2018,8,0,625.0,408.0,65.3,8.6,5358.0,36.0,26.0,94.1,265.0,42.4,71.0,14.0,41.0,233.0,389.0,1523.0,3.9,11.0,5.0,0.0,80.0,20.6,5.0,20.0,74.1,40.0,90.9,0.0,0.0,584.0,389.0,66.6,7.6,4414.0,32.0,12.0,221.0,37.8,34.0,466.0,2204.0,4.7,17.0,125.0,26.8,10.0,6.0,2.0,12.0,3.0,222.0
Lions,Seahawks,1,14,2018,8,0,574.0,375.0,65.3,6.7,3844.0,22.0,12.0,88.5,201.0,35.0,44.0,6.0,41.0,268.0,404.0,1660.0,4.1,11.0,10.0,1.0,91.0,22.5,3.0,28.0,87.5,30.0,100.0,0.0,0.0,546.0,355.0,65.0,7.0,3842.0,26.0,12.0,201.0,36.8,43.0,366.0,1811.0,5.0,9.0,91.0,24.9,18.0,14.0,1.0,12.0,1.0,196.0
Seahawks,Lions,0,28,2018,8,0,427.0,280.0,65.6,8.1,3448.0,35.0,7.0,110.9,156.0,36.5,47.0,13.0,51.0,355.0,534.0,2560.0,4.8,15.0,17.0,2.0,133.0,24.9,6.0,22.0,81.5,48.0,94.1,0.0,0.0,496.0,323.0,65.1,7.3,3599.0,29.0,7.0,191.0,38.5,43.0,403.0,1761.0,4.4,11.0,88.0,21.8,10.0,7.0,0.0,7.0,2.0,148.0
Chiefs,Broncos,1,30,2018,8,0,583.0,385.0,66.0,8.8,5126.0,50.0,12.0,113.8,239.0,41.0,76.0,15.0,26.0,171.0,387.0,1855.0,4.8,16.0,19.0,1.0,108.0,27.9,4.0,24.0,88.9,65.0,94.2,0.0,1.0,549.0,353.0,64.3,7.2,3929.0,26.0,17.0,197.0,35.9,44.0,429.0,1913.0,4.5,11.0,85.0,19.8,13.0,10.0,0.0,17.0,2.0,158.0
Broncos,Chiefs,0,23,2018,8,0,588.0,367.0,62.4,6.7,3930.0,19.0,15.0,82.1,181.0,30.8,53.0,11.0,34.0,235.0,393.0,1907.0,4.8,18.0,12.0,3.0,107.0,27.2,4.0,20.0,80.0,35.0,100.0,0.0,0.0,632.0,406.0,64.2,6.9,4374.0,30.0,15.0,247.0,39.1,52.0,425.0,2114.0,5.0,19.0,129.0,30.4,23.0,12.0,1.0,15.0,3.0,280.0
Giants,Redskins,1,13,2018,8,0,583.0,382.0,65.5,7.6,4405.0,23.0,12.0,92.7,208.0,35.7,59.0,12.0,47.0,358.0,354.0,1650.0,4.7,13.0,17.0,7.0,71.0,20.1,0.0,32.0,97.0,31.0,96.9,0.0,0.0,537.0,362.0,67.4,7.1,3794.0,27.0,15.0,197.0,36.7,46.0,413.0,1860.0,4.5,12.0,109.0,26.4,19.0,11.0,1.0,15.0,0.0,203.0
Redskins,Giants,0,20,2018,8,0,509.0,311.0,61.1,6.5,3287.0,16.0,15.0,78.1,156.0,30.6,40.0,6.0,44.0,266.0,414.0,1774.0,4.3,12.0,7.0,3.0,96.0,23.2,6.0,26.0,89.7,25.0,96.2,0.0,0.0,560.0,362.0,64.6,7.2,4044.0,24.0,16.0,205.0,36.6,30.0,444.0,1898.0,4.3,18.0,103.0,23.2,11.0,5.0,0.0,16.0,3.0,191.0
Steelers,Browns,1,33,2018,8,0,689.0,459.0,66.6,7.5,5174.0,35.0,17.0,95.5,251.0,36.4,62.0,16.0,24.0,166.0,345.0,1445.0,4.2,16.0,10.0,0.0,88.0,25.5,4.0,16.0,69.6,44.0,89.8,0.0,0.0,626.0,393.0,62.8,6.6,4125.0,21.0,17.0,216.0,34.5,37.0,459.0,2163.0,4.7,20.0,130.0,28.3,18.0,14.0,0.0,17.0,0.0,100.0
Browns,Steelers,0,18,2018,8,0,574.0,353.0,61.5,7.4,4261.0,29.0,17.0,88.8,189.0,32.9,60.0,11.0,38.0,254.0,411.0,1893.0,4.6,15.0,18.0,5.0,93.0,22.6,6.0,19.0,76.0,28.0,82.4,0.0,0.0,566.0,362.0,64.0,6.5,3697.0,27.0,8.0,200.0,35.3,52.0,369.0,1538.0,4.2,13.0,84.0,22.8,13.0,7.0,1.0,8.0,2.0,89.0
Raiders,Colts,1,28,2018,8,0,556.0,382.0,68.7,7.3,4057.0,19.0,10.0,93.6,197.0,35.4,52.0,7.0,52.0,306.0,387.0,1628.0,4.2,9.0,8.0,2.0,86.0,22.2,8.0,27.0,84.4,27.0,96.4,0.0,1.0,542.0,384.0,70.8,7.0,3805.0,21.0,15.0,203.0,37.4,38.0,415.0,1626.0,3.9,12.0,87.0,21.0,15.0,11.0,0.0,15.0,0.0,220.0
Colts,Raiders,0,42,2018,8,0,644.0,432.0,67.1,7.1,4595.0,39.0,15.0,98.2,237.0,36.8,53.0,7.0,18.0,134.0,408.0,1718.0,4.2,13.0,9.0,2.0,96.0,23.5,5.0,23.0,85.2,44.0,93.6,0.0,0.0,480.0,299.0,62.3,8.0,3853.0,36.0,14.0,178.0,37.1,13.0,480.0,2249.0,4.7,16.0,108.0,22.5,5.0,3.0,0.0,14.0,1.0,124.0
Cardinals,49ers,1,18,2018,8,0,495.0,283.0,57.2,5.8,2884.0,15.0,18.0,69.0,137.0,27.7,31.0,4.0,52.0,361.0,355.0,1342.0,3.8,9.0,6.0,1.0,76.0,21.4,6.0,12.0,70.6,23.0,95.8,0.0,0.0,542.0,344.0,63.5,6.9,3732.0,35.0,2.0,195.0,36.0,37.0,444.0,1814.0,4.1,13.0,104.0,23.4,11.0,5.0,0.0,2.0,1.0,55.0
49ers,Cardinals,0,15,2018,8,0,532.0,331.0,62.2,8.0,4247.0,26.0,20.0,87.8,201.0,37.8,61.0,12.0,48.0,380.0,423.0,1902.0,4.5,7.0,15.0,3.0,98.0,23.2,13.0,33.0,97.1,27.0,93.1,1.0,0.0,506.0,342.0,67.6,6.4,3262.0,21.0,7.0,186.0,36.8,49.0,510.0,2479.0,4.9,25.0,139.0,27.2,13.0,8.0,2.0,7.0,0.0,55.0
Rams,Packers,1,29,2018,8,0,568.0,368.0,64.8,8.3,4730.0,32.0,12.0,100.8,236.0,41.6,69.0,9.0,33.0,223.0,459.0,2231.0,4.9,23.0,14.0,2.0,134.0,29.2,2.0,34.0,82.9,51.0,96.2,0.0,0.0,527.0,336.0,63.8,7.1,3752.0,30.0,7.0,199.0,37.8,44.0,446.0,1918.0,4.3,15.0,100.0,22.4,10.0,8.0,0.0,7.0,1.0,100.0
Packers,Rams,0,27,2018,8,0,640.0,392.0,61.2,7.2,4629.0,25.0,4.0,93.7,208.0,32.5,57.0,16.0,53.0,391.0,333.0,1667.0,5.0,14.0,10.0,1.0,98.0,29.4,4.0,30.0,81.1,34.0,94.4,0.0,0.0,533.0,347.0,65.1,7.1,3780.0,31.0,18.0,185.0,34.7,41.0,386.0,1957.0,5.1,12.0,101.0,26.2,13.0,12.0,1.0,18.0,3.0,290.0
Vikings,Saints,1,20,2018,8,0,606.0,425.0,70.1,7.1,4298.0,30.0,10.0,99.7,218.0,36.0,47.0,7.0,40.0,262.0,357.0,1493.0,4.2,9.0,13.0,1.0,66.0,18.5,6.0,22.0,68.8,36.0,97.3,0.0,0.0,573.0,384.0,67.0,7.5,4302.0,30.0,12.0,224.0,39.1,49.0,356.0,1283.0,3.6,12.0,72.0,20.2,19.0,12.0,0.0,12.0,1.0,259.0
Saints,Vikings,0,30,2018,8,0,519.0,381.0,73.4,8.0,4174.0,33.0,7.0,112.3,210.0,40.5,59.0,7.0,20.0,132.0,471.0,2025.0,4.3,26.0,9.0,1.0,134.0,28.4,7.0,28.0,93.3,52.0,98.1,0.0,0.0,503.0,315.0,62.6,6.2,3140.0,15.0,12.0,160.0,31.8,50.0,440.0,1815.0,4.1,13.0,107.0,24.3,8.0,8.0,2.0,12.0,1.0,159.0
Bills,Patriots,1,6,2018,8,0,499.0,271.0,54.3,6.2,3082.0,13.0,23.0,62.6,137.0,27.4,43.0,8.0,41.0,288.0,468.0,1984.0,4.2,15.0,15.0,1.0,108.0,23.1,7.0,22.0,78.6,25.0,96.2,0.0,0.0,605.0,370.0,61.2,6.5,3943.0,29.0,18.0,208.0,34.4,30.0,367.0,1803.0,4.9,7.0,93.0,25.3,14.0,10.0,1.0,18.0,1.0,156.0
Patriots,Bills,0,25,2018,8,0,574.0,378.0,65.8,7.7,4405.0,29.0,11.0,97.8,206.0,35.9,54.0,8.0,21.0,147.0,478.0,2037.0,4.3,18.0,12.0,0.0,131.0,27.4,2.0,27.0,84.4,49.0,98.0,1.0,0.0,492.0,313.0,63.6,5.8,2867.0,22.0,16.0,157.0,31.9,36.0,440.0,1839.0,4.2,17.0,111.0,25.2,21.0,11.0,0.0,16.0,0.0,133.0
49ers,Raiders,1,34,2018,9,0,532.0,331.0,62.2,8.0,4247.0,26.0,20.0,87.8,201.0,37.8,61.0,12.0,48.0,380.0,423.0,1902.0,4.5,7.0,15.0,3.0,98.0,23.2,13.0,33.0,97.1,27.0,93.1,1.0,0.0,480.0,299.0,62.3,8.0,3853.0,36.0,14.0,178.0,37.1,13.0,480.0,2249.0,4.7,16.0,108.0,22.5,5.0,3.0,0.0,14.0,1.0,124.0
Raiders,49ers,0,3,2018,9,0,556.0,382.0,68.7,7.3,4057.0,19.0,10.0,93.6,197.0,35.4,52.0,7.0,52.0,306.0,387.0,1628.0,4.2,9.0,8.0,2.0,86.0,22.2,8.0,27.0,84.4,27.0,96.4,0.0,1.0,542.0,344.0,63.5,6.9,3732.0,35.0,2.0,195.0,36.0,37.0,444.0,1814.0,4.1,13.0,104.0,23.4,11.0,5.0,0.0,2.0,1.0,55.0
Ravens,Steelers,1,16,2018,9,0,556.0,334.0,60.1,6.7,3708.0,18.0,9.0,84.0,184.0,33.1,43.0,6.0,32.0,150.0,547.0,2441.0,4.5,19.0,14.0,1.0,153.0,28.0,16.0,35.0,89.7,36.0,97.3,0.0,1.0,566.0,362.0,64.0,6.5,3697.0,27.0,8.0,200.0,35.3,52.0,369.0,1538.0,4.2,13.0,84.0,22.8,13.0,7.0,1.0,8.0,2.0,89.0
Steelers,Ravens,0,23,2018,9,0,689.0,459.0,66.6,7.5,5174.0,35.0,17.0,95.5,251.0,36.4,62.0,16.0,24.0,166.0,345.0,1445.0,4.2,16.0,10.0,0.0,88.0,25.5,4.0,16.0,69.6,44.0,89.8,0.0,0.0,577.0,337.0,58.4,5.8,3360.0,21.0,12.0,174.0,30.2,43.0,354.0,1327.0,3.8,11.0,82.0,23.2,9.0,5.0,3.0,12.0,0.0,99.0
Bills,Bears,1,9,2018,9,0,499.0,271.0,54.3,6.2,3082.0,13.0,23.0,62.6,137.0,27.4,43.0,8.0,41.0,288.0,468.0,1984.0,4.2,15.0,15.0,1.0,108.0,23.1,7.0,22.0,78.6,25.0,96.2,0.0,0.0,615.0,377.0,61.3,5.7,3515.0,22.0,27.0,186.0,30.2,50.0,339.0,1280.0,3.8,5.0,67.0,19.8,18.0,9.0,1.0,27.0,5.0,330.0
Bears,Bills,0,41,2018,9,0,512.0,344.0,67.2,7.3,3747.0,28.0,14.0,95.4,177.0,34.6,46.0,11.0,33.0,183.0,468.0,1938.0,4.1,16.0,17.0,1.0,108.0,23.1,9.0,23.0,76.7,42.0,93.3,0.0,0.0,492.0,313.0,63.6,5.8,2867.0,22.0,16.0,157.0,31.9,36.0,440.0,1839.0,4.2,17.0,111.0,25.2,21.0,11.0,0.0,16.0,0.0,133.0
Panthers,Buccaneers,1,42,2018,9,0,563.0,378.0,67.1,7.2,4071.0,28.0,16.0,92.9,212.0,37.7,52.0,5.0,32.0,235.0,416.0,2136.0,5.1,17.0,15.0,3.0,117.0,28.1,7.0,19.0,90.5,37.0,90.2,0.0,0.0,534.0,387.0,72.5,7.8,4151.0,34.0,9.0,209.0,39.1,38.0,426.0,1983.0,4.6,19.0,122.0,28.6,12.0,8.0,1.0,9.0,0.0,97.0
Buccaneers,Panthers,0,28,2018,9,0,625.0,408.0,65.3,8.6,5358.0,36.0,26.0,94.1,265.0,42.4,71.0,14.0,41.0,233.0,389.0,1523.0,3.9,11.0,5.0,0.0,80.0,20.6,5.0,20.0,74.1,40.0,90.9,0.0,0.0,529.0,353.0,66.7,7.3,3847.0,32.0,13.0,185.0,35.0,35.0,384.0,1804.0,4.7,13.0,110.0,28.6,13.0,9.0,1.0,13.0,0.0,86.0
Browns,Chiefs,1,21,2018,9,0,574.0,353.0,61.5,7.4,4261.0,29.0,17.0,88.8,189.0,32.9,60.0,11.0,38.0,254.0,411.0,1893.0,4.6,15.0,18.0,5.0,93.0,22.6,6.0,19.0,76.0,28.0,82.4,0.0,0.0,632.0,406.0,64.2,6.9,4374.0,30.0,15.0,247.0,39.1,52.0,425.0,2114.0,5.0,19.0,129.0,30.4,23.0,12.0,1.0,15.0,3.0,280.0
Chiefs,Browns,0,37,2018,9,0,583.0,385.0,66.0,8.8,5126.0,50.0,12.0,113.8,239.0,41.0,76.0,15.0,26.0,171.0,387.0,1855.0,4.8,16.0,19.0,1.0,108.0,27.9,4.0,24.0,88.9,65.0,94.2,0.0,1.0,626.0,393.0,62.8,6.6,4125.0,21.0,17.0,216.0,34.5,37.0,459.0,2163.0,4.7,20.0,130.0,28.3,18.0,14.0,0.0,17.0,0.0,100.0
Dolphins,Jets,1,13,2018,9,0,455.0,292.0,64.2,7.3,3309.0,26.0,13.0,93.0,153.0,33.6,34.0,9.0,52.0,409.0,371.0,1738.0,4.7,7.0,12.0,3.0,75.0,20.2,7.0,18.0,90.0,35.0,97.2,1.0,1.0,582.0,367.0,63.1,7.0,4065.0,29.0,13.0,201.0,34.5,39.0,440.0,2021.0,4.6,16.0,104.0,23.6,13.0,7.0,0.0,13.0,3.0,318.0
Jets,Dolphins,0,6,2018,9,0,524.0,299.0,57.1,6.5,3404.0,18.0,19.0,73.0,157.0,30.0,44.0,5.0,37.0,239.0,410.0,1622.0,4.0,11.0,11.0,3.0,84.0,20.5,9.0,33.0,91.7,30.0,90.9,1.0,1.0,508.0,335.0,65.9,7.7,3932.0,31.0,21.0,195.0,38.4,31.0,485.0,2325.0,4.8,17.0,116.0,23.9,11.0,7.0,0.0,21.0,3.0,321.0
Vikings,Lions,1,24,2018,9,0,606.0,425.0,70.1,7.1,4298.0,30.0,10.0,99.7,218.0,36.0,47.0,7.0,40.0,262.0,357.0,1493.0,4.2,9.0,13.0,1.0,66.0,18.5,6.0,22.0,68.8,36.0,97.3,0.0,0.0,496.0,323.0,65.1,7.3,3599.0,29.0,7.0,191.0,38.5,43.0,403.0,1761.0,4.4,11.0,88.0,21.8,10.0,7.0,0.0,7.0,2.0,148.0
Lions,Vikings,0,9,2018,9,0,574.0,375.0,65.3,6.7,3844.0,22.0,12.0,88.5,201.0,35.0,44.0,6.0,41.0,268.0,404.0,1660.0,4.1,11.0,10.0,1.0,91.0,22.5,3.0,28.0,87.5,30.0,100.0,0.0,0.0,503.0,315.0,62.6,6.2,3140.0,15.0,12.0,160.0,31.8,50.0,440.0,1815.0,4.1,13.0,107.0,24.3,8.0,8.0,2.0,12.0,1.0,159.0
Redskins,Falcons,1,14,2018,9,0,509.0,311.0,61.1,6.5,3287.0,16.0,15.0,78.1,156.0,30.6,40.0,6.0,44.0,266.0,414.0,1774.0,4.3,12.0,7.0,3.0,96.0,23.2,6.0,26.0,89.7,25.0,96.2,0.0,0.0,585.0,398.0,68.0,7.1,4153.0,33.0,15.0,226.0,38.6,37.0,409.0,1999.0,4.9,16.0,115.0,28.1,8.0,4.0,1.0,15.0,1.0,151.0
Falcons,Redskins,0,38,2018,9,0,617.0,428.0,69.4,8.0,4949.0,36.0,7.0,108.0,238.0,38.6,56.0,9.0,42.0,296.0,351.0,1573.0,4.5,11.0,14.0,3.0,84.0,23.9,4.0,25.0,96.2,41.0,95.4,0.0,0.0,537.0,362.0,67.4,7.1,3794.0,27.0,15.0,197.0,36.7,46.0,413.0,1860.0,4.5,12.0,109.0,26.4,19.0,11.0,1.0,15.0,0.0,203.0
Broncos,Texans,1,17,2018,9,0,588.0,367.0,62.4,6.7,3930.0,19.0,15.0,82.1,181.0,30.8,53.0,11.0,34.0,235.0,393.0,1907.0,4.8,18.0,12.0,3.0,107.0,27.2,4.0,20.0,80.0,35.0,100.0,0.0,0.0,594.0,385.0,64.8,7.0,4167.0,28.0,15.0,200.0,33.7,43.0,385.0,1323.0,3.4,8.0,76.0,19.7,20.0,14.0,1.0,15.0,3.0,252.0
Texans,Broncos,0,19,2018,9,0,506.0,345.0,68.2,8.2,4165.0,26.0,9.0,102.9,202.0,39.9,51.0,8.0,62.0,384.0,472.0,2021.0,4.3,12.0,8.0,2.0,94.0,19.9,4.0,37.0,88.1,39.0,95.1,0.0,0.0,549.0,353.0,64.3,7.2,3929.0,26.0,17.0,197.0,35.9,44.0,429.0,1913.0,4.5,11.0,85.0,19.8,13.0,10.0,0.0,17.0,2.0,158.0
Seahawks,Chargers,1,17,2018,9,0,427.0,280.0,65.6,8.1,3448.0,35.0,7.0,110.9,156.0,36.5,47.0,13.0,51.0,355.0,534.0,2560.0,4.8,15.0,17.0,2.0,133.0,24.9,6.0,22.0,81.5,48.0,94.1,0.0,0.0,548.0,351.0,64.0,6.6,3646.0,23.0,13.0,178.0,32.5,38.0,395.0,1693.0,4.3,11.0,101.0,25.6,7.0,7.0,1.0,13.0,1.0,247.0
Chargers,Seahawks,0,25,2018,9,0,512.0,348.0,68.0,8.4,4316.0,32.0,12.0,104.9,213.0,41.6,60.0,10.0,34.0,227.0,399.0,1873.0,4.7,16.0,16.0,1.0,100.0,25.1,2.0,24.0,82.8,36.0,83.7,0.0,1.0,546.0,355.0,65.0,7.0,3842.0,26.0,12.0,201.0,36.8,43.0,366.0,1811.0,5.0,9.0,91.0,24.9,18.0,14.0,1.0,12.0,1.0,196.0
